Bus_NO,Bus Name,Bus Type,Departure Time,Travelling Time,Reaching Time,Bus Rating,Ticket Price,Seat Availability
61,Jakkas Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:40,05h 00m,3:40,2.9,1699,40
61,Bmcc Travels,A/C Sleeper (2+1),21:50,05h 25m,3:15,2.9,682,29
61,Sai Sri Durga Travels,A/C Sleeper (2+1),23:47,05h 43m,5:30,2.8,3000,32
61,Morning Star Travels,A/C Sleeper (2+1),23:05,05h 15m,4:20,2.8,1590,30
61,Mahi Trans Solutions,A/C Sleeper (2+1),20:00,06h 40m,2:40,2.6,3324,30
61,Tranzindia Travels,Bharat Benz A/C Sleeper (2+1),21:50,06h 20m,4:10,2.6,900,23
61,Fast Track Tours And Travels,NON A/C Seater / Sleeper (2+2),21:10,07h 50m,5:00,2.5,3200,41
61,Mozo travels,A/C Seater / Sleeper (2+1),23:00,06h 00m,5:00,2.4,599,33
61,KKaveri Travels,Non A/C Seater / Sleeper (2+1),15:45,08h 00m,23:45,2.4,504,27
61,Mozo travels,A/C Seater / Sleeper (2+1),20:21,06h 19m,2:40,2.4,699,32
61,Mozo travels,A/C Seater / Sleeper (2+1),20:21,06h 49m,3:10,2.4,500,30
61,DHANUNJAYA TRAVELS,Bharat Benz A/C Sleeper (2+1),21:00,05h 30m,2:30,2.3,1200,27
61,Sree Raghavendra Travels,NON A/C Semi Sleeper (2+1),23:30,05h 30m,5:00,2,2999,1
61,Hriday Tours & Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:25,05h 05m,3:30,1.5,3000,25
61,SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),21:55,06h 35m,4:30,1,2850,41
61,SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,07h 00m,4:30,1,1900,41
62,APSRTC - 2538,Super Luxury (Non AC Seater 2+2 Push Back),0:15,04h 00m,4:15,3.8,281,27
62,APSRTC - 2837,Super Luxury (Non AC Seater 2+2 Push Back),0:30,03h 00m,3:30,4,281,34
62,APSRTC - 23551,Super Luxury (Non AC Seater 2+2 Push Back),0:45,04h 00m,4:45,2.9,281,34
62,APSRTC - 2536,INDRA(A.C. Seater),1:15,03h 15m,4:30,4.3,340,34
62,APSRTC - 23537,Super Luxury (Non AC Seater 2+2 Push Back),1:30,04h 00m,5:30,4.7,281,32
62,APSRTC - 24263,Super Luxury (Non AC Seater 2+2 Push Back),2:00,03h 00m,5:00,3.8,281,32
62,APSRTC - 2651,Super Luxury (Non AC Seater 2+2 Push Back),4:00,03h 00m,7:00,3.8,281,28
62,APSRTC - 2653,Super Luxury (Non AC Seater 2+2 Push Back),4:40,03h 00m,7:40,3.3,281,32
62,APSRTC - 2855,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",5:00,04h 30m,9:30,4.1,269,35
62,APSRTC - 2214,Super Luxury (Non AC Seater 2+2 Push Back),5:15,04h 00m,9:15,4.3,281,32
62,APSRTC - 2659,INDRA(A.C. Seater),5:20,03h 00m,8:20,4.2,340,31
62,APSRTC - 23547,Super Luxury (Non AC Seater 2+2 Push Back),5:45,04h 00m,9:45,3.7,281,34
62,APSRTC - 2889,Super Luxury (Non AC Seater 2+2 Push Back),6:00,03h 00m,9:00,3.7,281,31
62,APSRTC - 2530,Super Luxury (Non AC Seater 2+2 Push Back),6:15,04h 00m,10:15,3.5,281,34
62,APSRTC - 3328,Super Luxury (Non AC Seater 2+2 Push Back),6:30,04h 00m,10:30,3.1,281,34
62,APSRTC - 3330,Super Luxury (Non AC Seater 2+2 Push Back),7:00,04h 00m,11:00,3.8,281,31
62,APSRTC - 23889,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",7:00,03h 40m,10:40,3.8,269,26
62,APSRTC - 2655,INDRA(A.C. Seater),7:20,03h 00m,10:20,4,340,28
62,APSRTC - 24267,Super Luxury (Non AC Seater 2+2 Push Back),7:45,03h 45m,11:30,3.8,281,34
62,APSRTC - 2661,Super Luxury (Non AC Seater 2+2 Push Back),8:00,03h 00m,11:00,3.7,281,34
62,APSRTC - 23891,Super Luxury (Non AC Seater 2+2 Push Back),8:00,03h 20m,11:20,3.8,250,32
62,APSRTC - 3235,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",8:25,04h 15m,12:40,3.8,239,35
62,APSRTC - 2663,Super Luxury (Non AC Seater 2+2 Push Back),8:40,03h 00m,11:40,3.6,281,34
62,APSRTC - 2578,Super Luxury (Non AC Seater 2+2 Push Back),8:45,03h 45m,12:30,3.8,281,34
62,APSRTC - 2767,Super Luxury (Non AC Seater 2+2 Push Back),9:00,04h 45m,13:45,4.5,281,33
62,APSRTC - 2580,Super Luxury (Non AC Seater 2+2 Push Back),9:00,03h 30m,12:30,3.8,281,34
62,APSRTC - 2665,Super Luxury (Non AC Seater 2+2 Push Back),9:20,03h 00m,12:20,4.3,281,27
62,APSRTC - 2407,INDRA(A.C. Seater),9:30,03h 30m,13:00,4.5,340,34
62,APSRTC - 3097,Super Luxury (Non AC Seater 2+2 Push Back),9:45,04h 22m,14:07,3.8,250,31
62,APSRTC - 3334,Super Luxury (Non AC Seater 2+2 Push Back),10:00,03h 01m,13:01,3.4,281,32
62,APSRTC - 24283,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:10,03h 30m,13:40,3.8,281,37
62,APSRTC - 8308,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",10:15,03h 30m,13:45,3.1,239,35
62,APSRTC - 27085,METRO LUXURY A/C,10:20,04h 10m,14:30,4.3,383,25
62,APSRTC - 2531,Super Luxury (Non AC Seater 2+2 Push Back),10:30,04h 00m,14:30,3.8,281,34
62,APSRTC - 23531,Super Luxury (Non AC Seater 2+2 Push Back),10:50,04h 10m,15:00,3.8,281,34
62,APSRTC - 3322,Super Luxury (Non AC Seater 2+2 Push Back),11:10,04h 05m,15:15,3.8,281,34
62,APSRTC - 4862,Super Luxury (Non AC Seater 2+2 Push Back),11:15,03h 45m,15:00,3.8,281,31
62,APSRTC - 3338,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:20,03h 01m,14:21,3.9,281,37
62,APSRTC - 2835,Super Luxury (Non AC Seater 2+2 Push Back),12:00,03h 50m,15:50,3.8,281,34
62,APSRTC - 4985,Super Luxury (Non AC Seater 2+2 Push Back),12:15,03h 30m,15:45,3.8,281,34
62,APSRTC - 2539,Super Luxury (Non AC Seater 2+2 Push Back),12:30,03h 45m,16:15,3.5,281,34
62,APSRTC - 27153,METRO LUXURY A/C,12:45,03h 05m,15:50,4.5,383,21
62,APSRTC - 24277,Super Luxury (Non AC Seater 2+2 Push Back),13:00,03h 30m,16:30,3.8,281,34
62,APSRTC - 2540,Super Luxury (Non AC Seater 2+2 Push Back),13:15,04h 00m,17:15,3.2,281,34
62,APSRTC - 4929,Super Luxury (Non AC Seater 2+2 Push Back),13:30,04h 10m,17:40,3.8,281,33
62,APSRTC - 2817,Super Luxury (Non AC Seater 2+2 Push Back),13:30,03h 00m,16:30,3.4,281,32
62,APSRTC - 3416,Super Luxury (Non AC Seater 2+2 Push Back),14:00,04h 00m,18:00,3.3,281,34
62,APSRTC - 2667,Super Luxury (Non AC Seater 2+2 Push Back),14:00,03h 00m,17:00,3.9,281,23
62,APSRTC - 24265,Super Luxury (Non AC Seater 2+2 Push Back),14:10,03h 20m,17:30,2.6,281,34
62,APSRTC - 23567,INDRA(A.C. Seater),14:20,03h 10m,17:30,4.2,340,36
62,APSRTC - 2819,INDRA(A.C. Seater),14:30,03h 00m,17:30,3.1,340,32
62,APSRTC - 23549,Super Luxury (Non AC Seater 2+2 Push Back),14:45,04h 00m,18:45,1.9,281,34
62,APSRTC - 2669,Super Luxury (Non AC Seater 2+2 Push Back),15:00,03h 00m,18:00,3.1,281,34
62,APSRTC - 2532,Super Luxury (Non AC Seater 2+2 Push Back),15:10,04h 05m,19:15,2.3,281,34
62,APSRTC - 3474,Super Luxury (Non AC Seater 2+2 Push Back),15:20,04h 10m,19:30,2.7,281,33
62,APSRTC - 34912,INDRA(A.C. Seater),15:20,03h 55m,19:15,3.8,302,34
62,APSRTC - 2689,Super Luxury (Non AC Seater 2+2 Push Back),15:30,03h 00m,18:30,3.2,281,33
62,APSRTC - 4909,INDRA(A.C. Seater),15:30,03h 10m,18:40,3.3,340,29
62,APSRTC - 24279,Super Luxury (Non AC Seater 2+2 Push Back),15:40,03h 50m,19:30,3.8,281,32
62,APSRTC - 27129,METRO LUXURY A/C,16:00,03h 05m,19:05,4.3,383,26
62,APSRTC - 2524,Super Luxury (Non AC Seater 2+2 Push Back),16:15,04h 00m,20:15,3.8,281,34
62,APSRTC - 2695,Super Luxury (Non AC Seater 2+2 Push Back),16:30,03h 00m,19:30,3.1,281,28
62,APSRTC - 3406,Super Luxury (Non AC Seater 2+2 Push Back),16:45,03h 45m,20:30,3.8,281,34
62,APSRTC - 2891,INDRA(A.C. Seater),17:00,03h 00m,20:00,3.5,340,36
62,APSRTC - 2534,Super Luxury (Non AC Seater 2+2 Push Back),17:15,04h 00m,21:15,4.3,281,34
62,APSRTC - 2815,Super Luxury (Non AC Seater 2+2 Push Back),17:30,03h 00m,20:30,3.1,281,32
62,APSRTC - 23527,Super Luxury (Non AC Seater 2+2 Push Back),17:45,04h 00m,21:45,3.8,281,34
62,APSRTC - 27083,METRO LUXURY A/C,18:00,02h 50m,20:50,4.1,383,26
62,APSRTC - 3332,Super Luxury (Non AC Seater 2+2 Push Back),18:00,04h 00m,22:00,1.8,281,34
62,APSRTC - 2857,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",18:15,05h 15m,23:30,3.8,269,34
62,APSRTC - 2869,Super Luxury (Non AC Seater 2+2 Push Back),18:30,03h 00m,21:30,3.8,281,34
62,APSRTC - 3324,Super Luxury (Non AC Seater 2+2 Push Back),19:00,04h 30m,23:30,3.1,281,31
62,APSRTC - 24275,Super Luxury (Non AC Seater 2+2 Push Back),19:20,03h 30m,22:50,3.8,281,34
62,APSRTC - 27133,METRO LUXURY A/C,19:40,03h 05m,22:45,4.6,383,28
62,APSRTC - 27093,METRO LUXURY A/C,20:20,03h 50m,0:10,4.4,383,30
62,APSRTC - 2217,Super Luxury (Non AC Seater 2+2 Push Back),20:30,03h 30m,0:00,3.5,281,34
62,APSRTC - 3104,Super Luxury (Non AC Seater 2+2 Push Back),21:00,04h 22m,1:22,3.8,250,29
62,APSRTC - 3189,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:20,03h 55m,1:15,3.8,239,35
62,APSRTC - 4870,Super Luxury (Non AC Seater 2+2 Push Back),21:45,04h 15m,2:00,3.8,281,34
62,APSRTC - 3326,Super Luxury (Non AC Seater 2+2 Push Back),21:50,04h 10m,2:00,4,281,34
62,APSRTC - 3354,Super Luxury (Non AC Seater 2+2 Push Back),22:00,03h 10m,1:10,3.4,281,34
62,APSRTC - 24281,Super Luxury (Non AC Seater 2+2 Push Back),22:00,03h 30m,1:30,3.8,281,34
62,APSRTC - 23887,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:10,03h 50m,2:00,3.8,269,35
62,APSRTC - 3438,Super Luxury (Non AC Seater 2+2 Push Back),22:40,03h 10m,1:50,4.8,281,33
62,APSRTC - 2765,Super Luxury (Non AC Seater 2+2 Push Back),22:45,04h 15m,3:00,2.2,281,33
62,APSRTC - 4872,Super Luxury (Non AC Seater 2+2 Push Back),23:00,04h 15m,3:15,3.8,281,7
62,APSRTC - 2405,Super Luxury (Non AC Seater 2+2 Push Back),23:00,04h 00m,3:00,4.3,281,34
62,APSRTC - 2851,Super Luxury (Non AC Seater 2+2 Push Back),23:30,03h 40m,3:10,3.8,250,32
62,APSRTC - 23539,Super Luxury (Non AC Seater 2+2 Push Back),23:35,03h 55m,3:30,3.9,281,34
62,APSRTC - 3472,INDRA(A.C. Seater),23:40,03h 20m,3:00,4,340,38
62,Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),2:30,03h 20m,5:50,3.4,499,5
62,Vahini Travels,NON A/C Push Back (2+2),23:55,04h 05m,4:00,3.8,444,28
62,Navayuga Travels,A/C Sleeper (2+1),1:40,03h 30m,5:10,3.5,780,17
62,Morning Star Travels,A/C Sleeper (2+1),2:10,02h 50m,5:00,2.6,790,14
62,Sai Sree Travels,A/C Sleeper (2+1),0:50,02h 55m,3:45,2.9,899,22
63,APSRTC - 3473,Super Luxury (Non AC Seater 2+2 Push Back),3:30,04h 30m,8:00,4.3,281,31
63,APSRTC - 23552,Super Luxury (Non AC Seater 2+2 Push Back),4:00,04h 30m,8:30,4.7,250,26
63,APSRTC - 23540,Super Luxury (Non AC Seater 2+2 Push Back),4:30,04h 30m,9:00,3.4,250,32
63,APSRTC - 3333,Super Luxury (Non AC Seater 2+2 Push Back),4:45,03h 40m,8:25,4.8,281,32
63,APSRTC - 3405,Super Luxury (Non AC Seater 2+2 Push Back),5:00,04h 30m,9:30,4.4,281,34
63,APSRTC - 35068,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",5:15,03h 45m,9:00,3.7,269,34
63,APSRTC - 3401,Super Luxury (Non AC Seater 2+2 Push Back),5:30,04h 30m,10:00,3,281,34
63,APSRTC - 27084,METRO LUXURY A/C,5:35,03h 55m,9:30,4.2,383,28
63,APSRTC - 2582,INDRA(A.C. Seater),6:00,04h 00m,10:00,4.2,302,37
63,APSRTC - 3337,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6:10,03h 40m,9:50,3.7,281,37
63,APSRTC - 3325,Super Luxury (Non AC Seater 2+2 Push Back),6:20,04h 15m,10:35,3.7,250,34
63,APSRTC - 4906,Super Luxury (Non AC Seater 2+2 Push Back),6:30,05h 10m,11:40,3.7,281,34
63,APSRTC - 2218,Super Luxury (Non AC Seater 2+2 Push Back),6:40,04h 30m,11:10,3.7,250,34
63,APSRTC - 2537,Super Luxury (Non AC Seater 2+2 Push Back),7:15,04h 30m,11:45,3.8,250,34
63,APSRTC - 2838,Super Luxury (Non AC Seater 2+2 Push Back),7:30,04h 00m,11:30,2.9,281,34
63,APSRTC - 27152,METRO LUXURY A/C,7:30,04h 00m,11:30,4.5,383,22
63,APSRTC - 4867,Super Luxury (Non AC Seater 2+2 Push Back),7:45,04h 45m,12:30,3.7,281,34
63,APSRTC - 2527,Super Luxury (Non AC Seater 2+2 Push Back),8:00,04h 30m,12:30,4.3,250,34
63,APSRTC - 3421,Super Luxury (Non AC Seater 2+2 Push Back),8:00,05h 00m,13:00,3.7,250,14
63,APSRTC - 3471,INDRA(A.C. Seater),8:15,04h 30m,12:45,3.9,340,34
63,APSRTC - 37870,Super Luxury (Non AC Seater 2+2 Push Back),8:15,04h 10m,12:25,2.6,281,34
63,APSRTC - 2652,Super Luxury (Non AC Seater 2+2 Push Back),8:30,03h 40m,12:10,3.4,281,34
63,APSRTC - 4912,INDRA(A.C. Seater),8:40,04h 54m,13:34,3.9,340,38
63,APSRTC - 97331,Super Luxury (Non AC Seater 2+2 Push Back),8:40,04h 54m,13:34,3.7,281,33
63,APSRTC - 3323,Super Luxury (Non AC Seater 2+2 Push Back),9:00,04h 30m,13:30,2,250,32
63,APSRTC - 2654,Super Luxury (Non AC Seater 2+2 Push Back),9:15,03h 40m,12:55,4.1,281,33
63,APSRTC - 24276,Super Luxury (Non AC Seater 2+2 Push Back),9:40,04h 00m,13:40,3,281,34
63,APSRTC - 2660,INDRA(A.C. Seater),9:50,03h 40m,13:30,4.2,340,37
63,APSRTC - 23528,Super Luxury (Non AC Seater 2+2 Push Back),10:00,04h 35m,14:35,3.7,250,34
63,APSRTC - 24264,Super Luxury (Non AC Seater 2+2 Push Back),10:20,04h 10m,14:30,3.7,281,34
63,APSRTC - 2890,Super Luxury (Non AC Seater 2+2 Push Back),10:30,03h 40m,14:10,3.8,281,33
63,APSRTC - 23576,Super Luxury (Non AC Seater 2+2 Push Back),10:45,04h 30m,15:15,3.7,281,34
63,APSRTC - 27128,METRO LUXURY A/C,10:50,03h 40m,14:30,4,383,29
63,APSRTC - 3188,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",11:00,04h 55m,15:55,3.7,239,35
63,APSRTC - 3103,Super Luxury (Non AC Seater 2+2 Push Back),11:15,05h 30m,16:45,3.7,281,31
63,APSRTC - 2658,Super Luxury (Non AC Seater 2+2 Push Back),11:15,03h 40m,14:55,3,281,34
63,APSRTC - 2206,Super Luxury (Non AC Seater 2+2 Push Back),11:30,04h 35m,16:05,3.7,281,34
63,APSRTC - 2406,Super Luxury (Non AC Seater 2+2 Push Back),12:00,04h 15m,16:15,3.7,281,34
63,APSRTC - 2656,INDRA(A.C. Seater),12:00,03h 40m,15:40,3.4,340,38
63,APSRTC - 23548,Super Luxury (Non AC Seater 2+2 Push Back),12:30,04h 35m,17:05,3.7,250,34
63,APSRTC - 2856,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",12:30,04h 10m,16:40,3.7,269,35
63,APSRTC - 2662,Super Luxury (Non AC Seater 2+2 Push Back),12:45,03h 40m,16:25,2.9,281,34
63,APSRTC - 2852,Super Luxury (Non AC Seater 2+2 Push Back),13:00,04h 20m,17:20,3.7,250,27
63,APSRTC - 27105,METRO LUXURY A/C,13:00,03h 30m,16:30,4.3,383,29
63,APSRTC - 2664,Super Luxury (Non AC Seater 2+2 Push Back),13:10,03h 40m,16:50,2.3,281,34
63,APSRTC - 3327,Super Luxury (Non AC Seater 2+2 Push Back),13:20,04h 30m,17:50,3.7,250,33
63,APSRTC - 24268,Super Luxury (Non AC Seater 2+2 Push Back),13:30,04h 15m,17:45,4.5,281,32
63,APSRTC - 2666,Super Luxury (Non AC Seater 2+2 Push Back),13:45,03h 40m,17:25,2.7,281,31
63,APSRTC - 3329,Super Luxury (Non AC Seater 2+2 Push Back),14:00,04h 30m,18:30,2.1,250,34
63,APSRTC - 2766,Super Luxury (Non AC Seater 2+2 Push Back),14:00,04h 00m,18:00,3.7,281,33
63,APSRTC - 27132,METRO LUXURY A/C,14:15,03h 50m,18:05,4.3,383,27
63,APSRTC - 24278,Super Luxury (Non AC Seater 2+2 Push Back),14:30,04h 00m,18:30,3.4,281,33
63,APSRTC - 23904,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",14:45,04h 15m,19:00,3.7,269,35
63,APSRTC - 2529,INDRA(A.C. Seater),14:45,04h 00m,18:45,3.7,302,33
63,APSRTC - 2541,Super Luxury (Non AC Seater 2+2 Push Back),15:30,04h 30m,20:00,3.8,250,34
63,APSRTC - 27092,METRO LUXURY A/C,15:45,03h 45m,19:30,4,383,15
63,APSRTC - 23532,Super Luxury (Non AC Seater 2+2 Push Back),16:00,04h 35m,20:35,4.2,250,33
63,APSRTC - 2201,Super Luxury (Non AC Seater 2+2 Push Back),16:30,04h 30m,21:00,2.1,281,34
63,APSRTC - 3353,Super Luxury (Non AC Seater 2+2 Push Back),16:40,03h 40m,20:20,2.8,281,34
63,APSRTC - 2542,Super Luxury (Non AC Seater 2+2 Push Back),17:00,04h 35m,21:35,3.5,250,34
63,APSRTC - 3437,Super Luxury (Non AC Seater 2+2 Push Back),17:15,03h 40m,20:55,2.9,281,34
63,APSRTC - 3715,Super Luxury (Non AC Seater 2+2 Push Back),17:30,05h 10m,22:40,3.7,281,34
63,APSRTC - 2215,Super Luxury (Non AC Seater 2+2 Push Back),17:30,04h 35m,22:05,2.4,250,34
63,APSRTC - 2818,Super Luxury (Non AC Seater 2+2 Push Back),18:00,03h 40m,21:40,3,281,34
63,APSRTC - 2834,Super Luxury (Non AC Seater 2+2 Push Back),18:15,04h 00m,22:15,1.9,281,34
63,APSRTC - 2668,Super Luxury (Non AC Seater 2+2 Push Back),18:30,03h 40m,22:10,2.6,281,34
63,APSRTC - 3713,Super Luxury (Non AC Seater 2+2 Push Back),19:00,04h 59m,23:59,4.4,281,33
63,APSRTC - 2820,INDRA(A.C. Seater),19:15,03h 40m,22:55,2.8,340,36
63,APSRTC - 2579,Super Luxury (Non AC Seater 2+2 Push Back),19:40,04h 35m,0:15,3.7,250,34
63,APSRTC - 2670,Super Luxury (Non AC Seater 2+2 Push Back),19:45,03h 40m,23:25,2.3,281,30
63,APSRTC - 4863,Super Luxury (Non AC Seater 2+2 Push Back),19:45,04h 10m,23:55,3.7,281,34
63,APSRTC - 2581,Super Luxury (Non AC Seater 2+2 Push Back),20:15,04h 00m,0:15,2.9,281,34
63,APSRTC - 2690,Super Luxury (Non AC Seater 2+2 Push Back),20:30,03h 40m,0:10,2.4,281,34
63,APSRTC - 4930,Super Luxury (Non AC Seater 2+2 Push Back),20:45,04h 15m,1:00,3.7,281,34
63,APSRTC - 2696,Super Luxury (Non AC Seater 2+2 Push Back),21:00,03h 40m,0:40,3.5,281,32
63,APSRTC - 2543,Super Luxury (Non AC Seater 2+2 Push Back),21:10,04h 30m,1:40,4.6,281,34
63,APSRTC - 4986,Super Luxury (Non AC Seater 2+2 Push Back),21:20,04h 10m,1:30,3.7,281,34
63,APSRTC - 24280,Super Luxury (Non AC Seater 2+2 Push Back),21:40,04h 00m,1:40,3.7,281,34
63,APSRTC - 2892,INDRA(A.C. Seater),21:50,03h 40m,1:30,3.6,340,31
63,APSRTC - 2533,Super Luxury (Non AC Seater 2+2 Push Back),22:00,04h 30m,2:30,4.4,281,34
63,APSRTC - 2408,INDRA(A.C. Seater),22:15,03h 45m,2:00,4.6,340,38
63,APSRTC - 2816,Super Luxury (Non AC Seater 2+2 Push Back),22:20,03h 40m,2:00,3.7,281,34
63,APSRTC - 3234,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:25,04h 20m,2:45,3.7,239,35
63,APSRTC - 77100,Super Luxury (Non AC Seater 2+2 Push Back),22:30,04h 00m,2:30,3.7,281,33
63,APSRTC - 4910,INDRA(A.C. Seater),22:30,04h 00m,2:30,2.8,340,38
63,APSRTC - 4871,Super Luxury (Non AC Seater 2+2 Push Back),22:45,04h 10m,2:55,3.7,281,34
63,APSRTC - 3321,Super Luxury (Non AC Seater 2+2 Push Back),22:45,04h 30m,3:15,3.7,281,34
63,APSRTC - 23890,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:00,04h 05m,3:05,3.7,235,35
63,APSRTC - 2525,Super Luxury (Non AC Seater 2+2 Push Back),23:00,04h 30m,3:30,4.5,281,28
63,APSRTC - 24282,Super Luxury (Non AC Seater 2+2 Push Back),23:00,04h 00m,3:00,3.7,281,34
63,APSRTC - 2870,Super Luxury (Non AC Seater 2+2 Push Back),23:15,03h 40m,2:55,4,281,34
63,APSRTC - 3415,Super Luxury (Non AC Seater 2+2 Push Back),23:30,04h 30m,4:00,4.5,281,34
63,APSRTC - 2535,Super Luxury (Non AC Seater 2+2 Push Back),23:45,04h 30m,4:15,4.7,281,34
63,APSRTC - 4873,Super Luxury (Non AC Seater 2+2 Push Back),23:45,04h 10m,3:55,3.7,281,34
63,APSRTC - 24266,Super Luxury (Non AC Seater 2+2 Push Back),23:55,04h 05m,4:00,3.7,281,34
63,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:40,03h 50m,2:30,3.4,599,24
63,Navayuga Travels,A/C Sleeper (2+1),22:00,04h 10m,2:10,3.5,1090,25
63,Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),22:00,03h 30m,1:30,3.4,799,24
63,Morning Star Travels,A/C Sleeper (2+1),21:10,05h 15m,2:25,2.6,1090,30
63,Sai Sree Travels,A/C Sleeper (2+1),22:00,04h 30m,2:30,2.9,1110,25
64,APSRTC - 9035,Express(Non AC Seater),4:00,03h 00m,7:00,4,186,26
64,APSRTC - 9129,Express(Non AC Seater),5:00,03h 25m,8:25,4,186,35
64,APSRTC - 9037,Express(Non AC Seater),5:30,03h 25m,8:55,3.9,186,44
64,APSRTC - 5650,Express(Non AC Seater),6:00,04h 25m,10:25,4.4,186,40
64,APSRTC - 47053,Express(Non AC Seater),7:30,03h 20m,10:50,3.8,186,39
64,APSRTC - 5671,Express(Non AC Seater),10:30,03h 25m,13:55,4,186,30
64,APSRTC - 9045,Express(Non AC Seater),11:00,03h 25m,14:25,4.3,186,34
64,APSRTC - 5647,Express(Non AC Seater),12:00,03h 25m,15:25,3.8,186,26
64,APSRTC - 9043,Express(Non AC Seater),12:30,03h 20m,15:50,3.8,186,19
64,APSRTC - 9019,Express(Non AC Seater),12:45,04h 25m,17:10,4.3,186,18
64,APSRTC - 47224,Express(Non AC Seater),14:45,03h 20m,18:05,4.2,186,1
64,APSRTC - 9047,Express(Non AC Seater),15:30,03h 25m,18:55,4,186,3
64,APSRTC - 9003,Express(Non AC Seater),20:00,04h 25m,0:25,4.5,186,18
64,APSRTC - 9041,Express(Non AC Seater),21:00,04h 25m,1:25,3.6,186,10
64,APSRTC - 9061,Express(Non AC Seater),21:45,03h 25m,1:10,3.8,186,7
64,APSRTC - 9080,Express(Non AC Seater),23:15,03h 25m,2:40,3.9,186,6
64,APSRTC - 5528,Super Luxury (Non AC Seater 2+2 Push Back),23:59,05h 16m,5:15,4,304,15
64,RK Travels,Non A/C Seater / Sleeper (2+1),0:30,05h 30m,6:00,3.1,399,20
64,NueGo,Electric A/C Seater (2+2),0:30,04h 40m,5:10,4.1,349,7
64,RK Travels,Non A/C Seater / Sleeper (2+1),0:40,04h 35m,5:15,4.6,399,28
64,RK Travels,A/C Seater / Sleeper (2+1),1:10,04h 50m,6:00,3.1,499,25
64,NueGo,Electric A/C Seater (2+2),1:40,03h 00m,4:40,3.8,199,30
64,GKT TRAVELS,A/C Seater / Sleeper (2+1),2:00,02h 45m,4:45,3.5,474,34
64,NueGo,Electric A/C Seater/Sleeper (2+1),2:30,03h 00m,5:30,3.8,451,17
64,NueGo,Electric A/C Seater (2+2),3:30,03h 00m,6:30,3.8,394,8
64,AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),3:35,03h 15m,6:50,3.8,449,5
64,Jaishree Travels,Bharat Benz A/C Sleeper (2+1),4:05,03h 55m,8:00,3.8,488,1
64,Zingbus Plus,A/C Seater / Sleeper (2+1),4:50,03h 35m,8:25,4.7,371,20
64,SRI RATAN TATA EXPRESS,A/C Sleeper (2+1),5:00,05h 30m,10:30,3.9,400,2
64,NueGo,Electric A/C Seater (2+2),6:30,04h 40m,11:10,3.7,282,30
64,NueGo,Electric A/C Seater (2+2),8:30,04h 40m,13:10,3.7,282,38
64,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),8:36,04h 37m,13:13,3.8,199,31
64,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),9:22,04h 37m,13:59,3,250,37
64,NueGo,Electric A/C Seater (2+2),10:30,04h 40m,15:10,3.8,314,24
64,Venson Transports,Non AC Seater (2+3),11:10,04h 50m,16:00,3.1,250,58
64,NueGo,Electric A/C Seater (2+2),12:30,04h 40m,17:10,3.9,522,19
64,Venson Transports,Non AC Seater (2+3),14:10,05h 05m,19:15,3,250,58
64,NueGo,Electric A/C Seater (2+2),21:00,04h 40m,1:40,4,502,27
64,NueGo,Electric A/C Seater (2+2),23:30,04h 40m,4:10,4.2,522,27
64,Go Tour Travels and Holidays,A/C Sleeper (2+1),1:45,03h 45m,5:30,4.3,660,2
64,CHAITRA SRI TRAVELS,Non A/C Seater / Sleeper (2+1),2:30,05h 00m,7:30,3.2,600,16
64,IRA Travels,Bharat Benz A/C Sleeper (2+1),3:00,03h 30m,6:30,3.9,1000,19
64,Chalasani Travels (Kaleswari),A/C Sleeper (2+1),3:30,02h 30m,6:00,4.3,1000,9
64,Zingbus Plus,VE A/C Sleeper (2+1),3:50,03h 15m,7:05,4.7,935,26
